PIONEER,23,102,b2170,pioneer-b2170,04/08/1922,06/30/1923,b2170,1,481,962,Shipped & Pending,USCGS
PIONEER,23,102,b2171,pioneer-b2171,07/01/1923,09/30/1924,b2171,1,492,984,Shipped & Pending,USCGS
PIONEER,23,102,b2172,pioneer-b2172,10/01/1924,12/31/1925,b2172,1,489,978,Shipped & Pending,USCGS
PIONEER,23,102,b2173,pioneer-b2173,01/01/1926,06/30/1927,b2173,1,491,982,Shipped & Pending,USCGS
PIONEER,23,102,b2174,pioneer-b2174,04/01/1927,06/30/1928,b2174,1,487,974,Shipped & Pending,USCGS
PIONEER,23,102,b2175,pioneer-b2175,07/01/1928,09/30/1929,b2175,1,487,974,Shipped & Pending,USCGS
PIONEER,23,102,b2176,pioneer-b2176,10/01/1929,12/31/1930,b2176,1,493,986,Shipped & Pending,USCGS
PIONEER,23,102,b2177,pioneer-b2177,01/01/1931,03/31/1932,b2177,1,491,982,Shipped & Pending,USCGS
PIONEER,23,102,b2178,pioneer-b2178,04/01/1932,06/30/1933,b2178,1,492,984,Shipped & Pending,USCGS
PIONEER,23,102,b2179,pioneer-b2179,07/01/1933,09/30/1934,b2179,1,489,978,Shipped & Pending,USCGS
PIONEER,23,102,b2180,pioneer-b2180,10/01/1934,12/31/1935,b2180,1,485,970,Shipped & Pending,USCGS
PIONEER,23,102,b2181,pioneer-b2181,01/01/1935,03/31/1937,b2181,1,495,990,Shipped & Pending,USCGS
PIONEER,23,102,b2182,pioneer-b2182,04/01/1937,06/30/1938,b2182,1,492,984,Shipped & Pending,USCGS
PIONEER,23,102,b2183,pioneer-b2183,07/01/1938,09/30/1939,b2183,1,495,990,Shipped & Pending,USCGS
PIONEER,23,102,b2184,pioneer-b2184,10/01/1939,12/31/1940,b2184,1,493,986,Shipped & Pending,USCGS
PIONEER,23,102,b2185,pioneer-b2185,01/01/1941,12/31/1941,b2185,1,399,798,Shipped & Pending,USCGS
PIONEER,23,102,b2186,pioneer-b2186,01/01/1942,03/16/1942,b2186,1,81,162,Shipped & Pending,USCGS
PIONEER,23,102,b2186_medical-log,pioneer-b2186_medical-log,04/01/1923,12/15/1924,b2186_medical-log,1,131,262,Shipped & Pending,USCGS
,,,,,,,,171,"62,707","125,253",,
